yearCombine,idPlayer,nameFirst,nameLast,namePlayer,slugPosition,heightWOShoesInches,heightWOShoes,weightLBS,wingspanInches,wingspan,reachStandingInches,reachStandingO,verticalLeapStandingInches,verticalLeapMaxInches,timeLaneAgility,timeThreeQuarterCourtSprint,repsBenchPress135,pctBodyFat,heightWShoesInches,heightWShoes,lengthHandInches,widthHandInches,timeModifiedLaneAgility,setSpot15CornerLeft,setSpot15BreakLeft,setSpot15TopKey,setSpot15BreakRight,setSpot15CornerRight,setSpot15CornerLeftCollege,setSpot15BreakLeftCollege,setSpot15TopKeyCollege,setSpot15BreakRightCollege,setSpot15CornerRightCollege,setSpot15CornerLeftNBA,setSpot15BreakLeftNBA,setSpot15TopKeyNBA,setSpotBreakRightNBA,setSpotCornerRightNBA,setSpot15CornerLeftMade,setSpot15CornerLeftAttempted,setSpot15CornerLeftPct,setSpot15BreakLeftMade,setSpot15BreakLeftAttempted,setSpot15BreakLeftPct,setSpot15TopKeyMade,setSpot15TopKeyAttempted,setSpot15TopKeyPct,setSpot15BreakRightMade,setSpot15BreakRightAttempted,setSpot15BreakRightPct,setSpot15CornerRightMade,setSpot15CornerRightAttempted,setSpot15CornerRightPct,setSpot15CornerLeftCollegeMade,setSpot15CornerLeftCollegeAttempted,setSpot15CornerLeftCollegePct,setSpot15BreakLeftCollegeMade,setSpot15BreakLeftCollegeAttempted,setSpot15BreakLeftCollegePct,setSpot15TopKeyCollegeMade,setSpot15TopKeyCollegeAttempted,setSpot15TopKeyCollegePct,setSpot15BreakRightCollegeMade,setSpot15BreakRightCollegeAttempted,setSpot15BreakRightCollegePct,setSpot15CornerRightCollegeMade,setSpot15CornerRightCollegeAttempted,setSpot15CornerRightCollegePct,setSpot15CornerLeftNBAMade,setSpot15CornerLeftNBAAttempted,setSpot15CornerLeftNBAPct,setSpot15BreakLeftNBAMade,setSpot15BreakLeftNBAAttempted,setSpot15BreakLeftNBAPct,setSpot15TopKeyNBAMade,setSpot15TopKeyNBAAttempted,setSpot15TopKeyNBAPct,setSpotBreakRightNBAMade,setSpotBreakRightNBAAttempted,setSpotBreakRightNBAPct,setSpotCornerRightNBAMade,setSpotCornerRightNBAAttempted,setSpotCornerRightNBAPct,setOffDrib15BreakLeft,setSpotOffDrib15TopKey,setOffDrib15BreakRight,setOnMove15,setOnMoveCollege,setOffDrib15BreakLeftMade,setOffDrib15BreakLeftAttempted,setOffDrib15BreakLeftPct,setSpotOffDrib15TopKeyMade,setSpotOffDrib15TopKeyAttempted,setSpotOffDrib15TopKeyPct,setOffDrib15BreakRightMade,setOffDrib15BreakRightAttempted,setOffDrib15BreakRightPct,setOnMove15Made,setOnMove15Attempted,setOnMove15Pct,setOnMoveCollegeMade,setOnMoveCollegeAttempted,setOnMoveCollegePct,setOffDribBreakLeftCollege,setOffDribTopKeyCollege,setOffDribBreakRightCollege,setOffDribBreakLeftCollegeMade,setOffDribBreakLeftCollegeAttempted,setOffDribBreakLeftCollegePct,setOffDribTopKeyCollegeMade,setOffDribTopKeyCollegeAttempted,setOffDribTopKeyCollegePct,setOffDribBreakRightCollegeMade,setOffDribBreakRightCollegeAttempted,setOffDribBreakRightCollegePct
2017,1627753,Zhou,Qi,Zhou Qi,PF-C,85.25,7' 1.25'',218.2,91.75,7' 7.75'',112.5,9' 4.5'',31.5,32,11.27,3.46,,4.85,86.25,7' 2.25'',9.25,9.5,2.9,2-5,2-5,2-5,3-5,4-5,,,,,,4-5,3-5,2-5,3-5,2-5,2,5,0.4,2,5,0.4,2,5,0.4,3,5,0.6,4,5,0.8,,,,,,,,,,,,,,,,4,5,0.8,3,5,0.6,2,5,0.4,3,5,0.6,2,5,0.4,2-6,4-6,2-6,18-29,,2,6,0.3333333333333333,4,6,0.6666666666666666,2,6,0.3333333333333333,18,29,0.6206896551724138,,,,,,,,,,,,,,,
2017,1627781,Malachi,Richardson,Malachi Richardson,SG-SF,76.75,6' 4.75'',199.6,84,7' 0'',101.5,8' 5.5'',33,38,10.56,3.3299999999999996,,7,78.25,6' 6.25'',8.75,10,3.25,4-5,2-5,5-5,3-5,3-5,,,,,,4-5,2-5,3-5,2-5,3-5,4,5,0.8,2,5,0.4,5,5,1,3,5,0.6,3,5,0.6,,,,,,,,,,,,,,,,4,5,0.8,2,5,0.4,3,5,0.6,2,5,0.4,3,5,0.6,4-6,3-6,6-6,18-28,,4,6,0.6666666666666666,3,6,0.5,6,6,1,18,28,0.6428571428571429,,,,,,,,,,,,,,,
2017,1627782,Wayne,Selden,Wayne Selden,SG,76.25,6' 4.25'',232.4,82.5,6' 10.5'',101,8' 5'',,,,,,7.3,77.75,6' 5.75'',9,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1627783,Pascal,Siakam,Pascal Siakam,PF,80.25,6' 8.25'',226.6,87.25,7' 3.25'',107.5,8' 11.5'',30.5,36.5,11.25,3.4099999999999997,,5.2,81.5,6' 9.5'',9.25,10,3.09,5-5,1-5,2-5,2-5,4-5,,,,,,2-5,2-5,2-5,3-5,3-5,5,5,1,1,5,0.2,2,5,0.4,2,5,0.4,4,5,0.8,,,,,,,,,,,,,,,,2,5,0.4,2,5,0.4,2,5,0.4,3,5,0.6,3,5,0.6,3-6,1-6,1-6,15-32,,3,6,0.5,1,6,0.16666666666666666,1,6,0.16666666666666666,15,32,0.46875,,,,,,,,,,,,,,,
2017,1627754,Diamond,Stone,Diamond Stone,C,81,6' 9'',254.4,86.75,7' 2.75'',108.5,9' 0.5'',27,29.5,12.02,3.5,,12.850000000000001,82.25,6' 10.25'',8.5,7.75,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0-0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
2017,1628403,Caleb,Swanigan,Caleb Swanigan,PF,79.5,6' 7.5'',246.6,87.5,7' 3.5'',107,8' 11'',26,29,12.8,,,12.55,80.5,6' 8.5'',9,10.25,,3-5,1-5,5-5,2-5,4-5,,,,,,4-5,2-5,3-5,4-5,2-5,3,5,0.6,1,5,0.2,5,5,1,2,5,0.4,4,5,0.8,,,,,,,,,,,,,,,,4,5,0.8,2,5,0.4,3,5,0.6,4,5,0.8,2,5,0.4,4-6,3-6,6-6,20-32,,4,6,0.6666666666666666,3,6,0.5,6,6,1,20,32,0.625,,,,,,,,,,,,,,,
2017,1628453,Melo,Trimble,Melo Trimble,PG,73.25,6' 1.25'',191.8,74,6' 2'',92.5,7' 8.5'',26.5,35.5,10.57,3.2,,8.350000000000001,74.5,6' 2.5'',8,8.75,2.77,,,,,,3-5,3-5,5-5,3-5,4-5,3-5,3-5,2-5,3-5,3-5,,,,,,,,,,,,,,,,3,5,0.6,3,5,0.6,5,5,1,3,5,0.6,4,5,0.8,3,5,0.6,3,5,0.6,2,5,0.4,3,5,0.6,3,5,0.6,2-6,4-6,6-6,23-36,,2,6,0.3333333333333333,4,6,0.6666666666666666,6,6,1,23,36,0.6388888888888888,,,,,,,,,,,,,,,
2017,1627755,Tyler,Ulis,Tyler Ulis,PG,68.75,5' 8.75'',149.2,74,6' 2'',88.5,7' 4.5'',32.5,38,10.8,3.2,,5.2,70,5' 10'',7.5,7.5,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1627784,Jarrod,Uthoff,Jarrod Uthoff,PF,80.5,6' 8.5'',214.4,83.5,6' 11.5'',104,8' 8'',29,34.5,11.52,3.5,,6,81.75,6' 9.75'',8.75,9,3.03,3-5,4-5,5-5,5-5,4-5,,,,,,2-5,3-5,4-5,3-5,3-5,3,5,0.6,4,5,0.8,5,5,1,5,5,1,4,5,0.8,,,,,,,,,,,,,,,,2,5,0.4,3,5,0.6,4,5,0.8,3,5,0.6,3,5,0.6,4-6,5-6,6-6,22-32,,4,6,0.6666666666666666,5,6,0.8333333333333334,6,6,1,22,32,0.6875,,,,,,,,,,,,,,,
2017,1627756,Denzel,Valentine,Denzel Valentine,SG-SF,76,6' 4'',210.4,82.75,6' 10.75'',102,8' 6'',27,32,10.51,3.46,,9.2,77.75,6' 5.75'',8.5,9.75,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1627785,Isaiah,Whitehead,Isaiah Whitehead,PG-SG,75.25,6' 3.25'',210,80.75,6' 8.75'',100,8' 4'',27.5,35.5,11.65,3.34,,9.25,76.5,6' 4.5'',8.5,8.75,3.21,1-5,3-5,4-5,5-5,4-5,,,,,,4-5,1-5,3-5,2-5,2-5,1,5,0.2,3,5,0.6,4,5,0.8,5,5,1,4,5,0.8,,,,,,,,,,,,,,,,4,5,0.8,1,5,0.2,3,5,0.6,2,5,0.4,2,5,0.4,3-6,3-6,4-6,7-9,5-8,3,6,0.5,3,6,0.5,4,6,0.6666666666666666,7,9,0.7777777777777778,5,8,0.625,,,,,,,,,,,,
2017,1627786,Troy,Williams,Troy Williams,SF,77.75,6' 5.75'',217.8,80.25,6' 8.25'',102,8' 6'',30,36,10.719999999999999,3.3499999999999996,,10,78.75,6' 6.75'',8.25,9.25,3.08,1-5,3-5,3-5,5-5,4-5,,,,,,4-5,3-5,3-5,3-5,4-5,1,5,0.2,3,5,0.6,3,5,0.6,5,5,1,4,5,0.8,,,,,,,,,,,,,,,,4,5,0.8,3,5,0.6,3,5,0.6,3,5,0.6,4,5,0.8,4-6,4-6,4-6,19-32,,4,6,0.6666666666666666,4,6,0.6666666666666666,4,6,0.6666666666666666,19,32,0.59375,,,,,,,,,,,,,,,
2017,1627787,Kyle,Wiltjer,Kyle Wiltjer,PF,80.75,6' 8.75'',242.8,84.25,7' 0.25'',102.5,8' 6.5'',28.5,35.5,11.350000000000001,3.48,,15.25,82,6' 10'',8.25,9.5,3.04,5-5,3-5,2-5,5-5,3-5,,,,,,3-5,3-5,4-5,4-5,5-5,5,5,1,3,5,0.6,2,5,0.4,5,5,1,3,5,0.6,,,,,,,,,,,,,,,,3,5,0.6,3,5,0.6,4,5,0.8,4,5,0.8,5,5,1,4-6,6-6,2-6,27-32,,4,6,0.6666666666666666,6,6,1,2,6,0.3333333333333333,27,32,0.84375,,,,,,,,,,,,,,,
2017,1627757,Stephen,Zimmerman,Stephen Zimmerman,C,82.25,6' 10.25'',234,87.25,7' 3.25'',108.5,9' 0.5'',26,31,12.08,3.4299999999999997,,11.15,83.75,6' 11.75'',9,9,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1628389,Edrice,Adebayo,Edrice Adebayo,PF-C,80.75,6' 8.75'',242.6,86.75,7' 2.75'',108,9' 0'',33.5,38.5,11.94,3.24,12,5.2,75.75,6' 9.75'',9.5,8.75,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1628959,Rawle,Alkins,Rawle Alkins,SG-SF,74.5,6' 2.5'',222.6,80.75,6' 8.75'',99,8' 3'',31.5,40.5,11.99,3.3,7,11,75.75,6' 3.75'',8.75,10,3.18,,,,,,4-5,5-5,2-5,1-5,2-5,3-5,3-5,4-5,4-5,3-5,,,,,,,,,,,,,,,,4,5,0.8,5,5,1,2,5,0.4,1,5,0.2,2,5,0.4,3,5,0.6,3,5,0.6,4,5,0.8,4,5,0.8,3,5,0.6,2-6,5-6,3-6,25-39,,2,6,0.3333333333333333,5,6,0.8333333333333334,3,6,0.5,25,39,0.6410256410256411,,,,,,,,,,,,,,,
2018,1628386,Jarrett,Allen,Jarrett Allen,C,81,6' 9'',233.6,89.25,7' 5.25'',109.5,9' 1.5'',31.5,35.5,11.82,3.21,4,7.4,82.25,6' 10.25'',9.5,10.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1628443,Kadeem,Allen,Kadeem Allen,PG,73,6' 1'',192.4,81.25,6' 9.25'',99.5,8' 3.5'',33,35.5,11.239999999999998,3.15,7,6.4,74.25,6' 2.25'',8.5,8.75,2.98,,,,,,3-5,3-5,3-5,2-5,4-5,3-5,4-5,3-5,2-5,2-5,,,,,,,,,,,,,,,,3,5,0.6,3,5,0.6,3,5,0.6,2,5,0.4,4,5,0.8,3,5,0.6,4,5,0.8,3,5,0.6,2,5,0.4,2,5,0.4,3-6,5-6,4-6,25-35,,3,6,0.5,5,6,0.8333333333333334,4,6,0.6666666666666666,25,35,0.7142857142857143,,,,,,,,,,,,,,,
2018,1628387,Ike,Anigbogu,Ike Anigbogu,C,80.5,6' 8.5'',252.2,90.25,7' 6.25'',110.5,9' 2.5'',29.5,32.5,12.52,3.44,11,5.4,81.75,6' 9.75'',9.5,10,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1628384,OG,Anunoby,OG Anunoby,SF,78.25,6' 6.25'',232.4,86.25,7' 2.25'',107.5,8' 11.5'',,,,,,6.8,79.75,6' 7.75'',9.25,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1628503,Jamel,Artis,Jamel Artis,SG-SF,77.5,6' 5.5'',213.2,82,6' 10'',105,8' 9'',23.5,31,11.62,3.44,5,11.9,78.75,6' 6.75'',9.25,9.75,3.08,3-5,2-5,3-5,3-5,3-5,,,,,,2-5,0-5,3-5,4-5,4-5,3,5,0.6,2,5,0.4,3,5,0.6,3,5,0.6,3,5,0.6,,,,,,,,,,,,,,,,2,5,0.4,0,5,0,3,5,0.6,4,5,0.8,4,5,0.8,3-6,4-6,5-6,19-36,,3,6,0.5,4,6,0.6666666666666666,5,6,0.8333333333333334,19,36,0.5277777777777778,,,,,,,,,,,,,,,
2018,1628407,Dwayne,Bacon,Dwayne Bacon,SG-SF,76.75,6' 4.75'',221.6,82,6' 10'',103.5,8' 7.5'',30,36.5,11.7,3.22,8,7.9,78.25,6' 6.25'',8.75,10,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1628431,V.J.,Beachem,V.J. Beachem,SG-SF,78.25,6' 6.25'',193.4,82.25,6' 10.25'',104.5,8' 8.5'',30,37,11.18,3.2600000000000002,11,6.8,80,6' 8'',8.5,9,3.19,2-5,3-5,3-5,1-5,4-5,,,,,,2-5,4-5,2-5,2-5,5-5,2,5,0.4,3,5,0.6,3,5,0.6,1,5,0.2,4,5,0.8,,,,,,,,,,,,,,,,2,5,0.4,4,5,0.8,2,5,0.4,2,5,0.4,5,5,1,3-6,5-6,4-6,24-38,,3,6,0.5,5,6,0.8333333333333334,4,6,0.6666666666666666,24,38,0.631578947368421,,,,,,,,,,,,,,,
2018,1628395,Jordan,Bell,Jordan Bell,PF,79,6' 7'',223.6,83.75,6' 11.75'',104.5,8' 8.5'',31.5,38,10.629999999999999,3.21,16,5.4,80.5,6' 8.5'',9.25,9.5,2.8299999999999996,4-5,1-5,1-5,0-5,2-5,,,,,,4-5,0-5,2-5,2-5,2-5,4,5,0.8,1,5,0.2,1,5,0.2,0,5,0,2,5,0.4,,,,,,,,,,,,,,,,4,5,0.8,0,5,0,2,5,0.4,2,5,0.4,2,5,0.4,4-6,3-6,1-6,23-38,,4,6,0.6666666666666666,3,6,0.5,1,6,0.16666666666666666,23,38,0.6052631578947368,,,,,,,,,,,,,,,
2018,1628417,Jaron,Blossomgame,Jaron Blossomgame,SF,77.75,6' 5.75'',218.6,82,6' 10'',104.5,8' 8.5'',31,35.5,11.47,3.17,16,5.7,78.75,6' 6.75'',8.75,10.25,3.3499999999999996,,,,,,1-5,4-5,0-5,2-5,3-5,2-5,4-5,2-5,2-5,4-5,,,,,,,,,,,,,,,,1,5,0.2,4,5,0.8,0,5,0,2,5,0.4,3,5,0.6,2,5,0.4,4,5,0.8,2,5,0.4,2,5,0.4,4,5,0.8,3-6,2-6,3-6,16-27,,3,6,0.5,2,6,0.3333333333333333,3,6,0.5,16,27,0.5925925925925926,,,,,,,,,,,,,,,
2018,1628449,Chris,Boucher,Chris Boucher,PF,80,6' 8'',182.2,88,7' 4'',110.5,9' 2.5'',,,,,,5.4,81.5,6' 9.5'',9.25,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1628396,Tony,Bradley,Tony Bradley,C,81.25,6' 9.25'',248.8,89,7' 5'',112.5,9' 4.5'',24.5,27.5,11.79,3.44,5,12,82.75,6' 10.75'',9.5,9.5,2.9899999999999998,,,,,,5-5,2-5,4-5,3-5,4-5,3-5,2-5,3-5,1-5,4-5,,,,,,,,,,,,,,,,5,5,1,2,5,0.4,4,5,0.8,3,5,0.6,4,5,0.8,3,5,0.6,2,5,0.4,3,5,0.6,1,5,0.2,4,5,0.8,4-8,3-8,5-8,19-35,,4,8,0.5,3,8,0.375,5,8,0.625,19,35,0.5428571428571428,,,,,,,,,,,,,,,
2018,1628515,Isaiah,Briscoe,Isaiah Briscoe,PG,73.25,6' 1.25'',222.4,81,6' 9'',99.5,8' 3.5'',28,33.5,10.950000000000001,3.38,11,11,74.75,6' 2.75'',9,9.25,2.8499999999999996,,,,,,4-5,0-5,1-5,2-5,3-5,4-5,5-5,5-5,3-5,2-5,,,,,,,,,,,,,,,,4,5,0.8,0,5,0,1,5,0.2,2,5,0.4,3,5,0.6,4,5,0.8,5,5,1,5,5,1,3,5,0.6,2,5,0.4,,,,,22-36,,,,,,,,,,,,,22,36,0.6111111111111112,3-6,3-6,3-6,3,6,0.5,3,6,0.5,3,6,0.5
2018,1628415,Dillon,Brooks,Dillon Brooks,SG-SF,77,6' 5'',220.2,78,6' 6'',100.5,8' 4.5'',31,37.5,11.139999999999999,3.21,16,7.5,78,6' 6'',8.25,9.25,3.24,,,,,,4-5,5-5,5-5,3-5,3-5,3-5,3-5,5-5,4-5,3-5,,,,,,,,,,,,,,,,4,5,0.8,5,5,1,5,5,1,3,5,0.6,3,5,0.6,3,5,0.6,3,5,0.6,5,5,1,4,5,0.8,3,5,0.6,3-8,4-8,2-8,24-38,,3,8,0.375,4,8,0.5,2,8,0.25,24,38,0.631578947368421,,,,,,,,,,,,,,,
2018,1628418,Thomas,Bryant,Thomas Bryant,PF-C,81.5,6' 9.5'',247.8,90,7' 6'',112.5,9' 4.5'',25.5,33,11.42,3.3699999999999997,7,9.4,82.75,6' 10.75'',9.5,10.25,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1628381,John,Collins,John Collins,PF,80.25,6' 8.25'',225.2,83.25,6' 11.25'',106.5,8' 10.5'',33,37.5,11.66,3.27,15,5.4,81.5,6' 9.5'',9,10,3.27,,,,,,3-5,2-5,3-5,3-5,3-5,4-5,3-5,5-5,0-5,4-5,,,,,,,,,,,,,,,,3,5,0.6,2,5,0.4,3,5,0.6,3,5,0.6,3,5,0.6,4,5,0.8,3,5,0.6,5,5,1,0,5,0,4,5,0.8,3-8,4-8,4-8,21-33,,3,8,0.375,4,8,0.5,4,8,0.5,21,33,0.6363636363636364,,,,,,,,,,,,,,,
2018,1628380,Zach,Collins,Zach Collins,PF-C,82.25,6' 10.25'',232.2,85,7' 1'',111,9' 3'',,,,,,8.9,84,7' 0'',8.75,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1628977,Hamidou,Diallo,Hamidou Diallo,SG-SF,75.75,6' 3.75'',197.4,83.25,6' 11.25'',101.5,8' 5.5'',34.5,44.5,10.88,3.11,0,5.2,77,6' 5'',8.5,9.5,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1628416,Tyler,Dorsey,Tyler Dorsey,SG,75,6' 3'',182.6,77.25,6' 5.25'',99.5,8' 3.5'',30.5,36,10.55,3.16,8,4.7,76.5,6' 4.5'',8.5,9.25,2.98,,,,,,2-5,2-5,4-5,3-5,2-5,5-5,4-5,2-5,3-5,2-5,,,,,,,,,,,,,,,,2,5,0.4,2,5,0.4,4,5,0.8,3,5,0.6,2,5,0.4,5,5,1,4,5,0.8,2,5,0.4,3,5,0.6,2,5,0.4,3-6,5-6,3-6,20-36,,3,6,0.5,5,6,0.8333333333333334,3,6,0.5,20,36,0.5555555555555556,,,,,,,,,,,,,,,
2018,1628422,Damyean,Dotson,Damyean Dotson,SG-SF,76.5,6' 4.5'',205.2,81,6' 9'',100,8' 4'',31.5,38,11.18,3.13,13,5.3,77.5,6' 5.5'',8.5,9.25,3.03,,,,,,3-5,5-5,2-5,4-5,1-5,5-5,3-5,3-5,3-5,5-5,,,,,,,,,,,,,,,,3,5,0.6,5,5,1,2,5,0.4,4,5,0.8,1,5,0.2,5,5,1,3,5,0.6,3,5,0.6,3,5,0.6,5,5,1,,,,,26-37,,,,,,,,,,,,,26,37,0.7027027027027027,4-6,6-6,3-6,4,6,0.6666666666666666,6,6,1,3,6,0.5
2018,1628408,PJ,Dozier,PJ Dozier,SG,77.25,6' 5.25'',200.6,83,6' 11'',101,8' 5'',34,39,10.84,3.15,9,6.1,78.75,6' 6.75'',8.5,9.5,2.98,,,,,,2-5,1-5,4-5,1-5,5-5,2-5,3-5,1-5,1-5,3-5,,,,,,,,,,,,,,,,2,5,0.4,1,5,0.2,4,5,0.8,1,5,0.2,5,5,1,2,5,0.4,3,5,0.6,1,5,0.2,1,5,0.2,3,5,0.6,4-6,4-6,2-6,25-37,,4,6,0.6666666666666666,4,6,0.6666666666666666,2,6,0.3333333333333333,25,37,0.6756756756756757,,,,,,,,,,,,,,,
2018,1628393,Jawun,Evans,Jawun Evans,PG,70.75,5' 10.75'',185.2,77.5,6' 5.5'',95,7' 11'',27.5,33.5,11.34,3.21,1,9.1,71.5,5' 11.5'',8,7.75,3.2600000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1628390,Terrance,Ferguson,Terrance Ferguson,SG-SF,77.5,6' 5.5'',184.4,80.75,6' 8.75'',103,8' 7'',28.5,38,11.16,3.32,,5.8,79,6' 7'',8.5,10,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1628368,De?Aaron,Fox,De?Aaron Fox,PG,74,6' 2'',169.6,78.5,6' 6.5'',100,8' 4'',,,,,,4.5,75.25,6' 3.25'',8.5,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1628365,Markelle,Fultz,Markelle Fultz,PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1628385,Harry,Giles,Harry Giles,PF,81.25,6' 9.25'',232,87.25,7' 3.25'',109.5,9' 1.5'',27,32.5,11.08,3.34,5,5.2,82.5,6' 10.5'',9.5,10.75,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1628404,Josh,Hart,Josh Hart,SG-SF,75.75,6' 3.75'',209.2,80.25,6' 8.25'',101,8' 5'',27.5,35.5,11.15,3.18,9,5.8,77,6' 5'',8.5,9.5,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1628502,Nigel,Hayes,Nigel Hayes,PF,78.25,6' 6.25'',254.2,87.25,7' 3.25'',104.5,8' 8.5'',29,33.5,11.81,3.27,16,11.5,79.5,6' 7.5'',8.75,10,2.94,,,,,,3-5,3-5,1-5,2-5,4-5,3-5,2-5,2-5,3-5,3-5,,,,,,,,,,,,,,,,3,5,0.6,3,5,0.6,1,5,0.2,2,5,0.4,4,5,0.8,3,5,0.6,2,5,0.4,2,5,0.4,3,5,0.6,3,5,0.6,1-6,3-6,4-6,12-32,,1,6,0.16666666666666666,3,6,0.5,4,6,0.6666666666666666,12,32,0.375,,,,,,,,,,,,,,,
2018,1628439,Isaiah,Hicks,Isaiah Hicks,PF,79.25,6' 7.25'',233.4,84.5,7' 0.5'',105,8' 9'',31.5,37,12.31,3.36,11,7.7,80.5,6' 8.5'',8.75,9.75,3.3099999999999996,,,,,,,,,,,2-5,2-5,3-5,2-5,2-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0.4,2,5,0.4,3,5,0.6,2,5,0.4,2,5,0.4,5-6,2-6,4-6,13-24,,5,6,0.8333333333333334,2,6,0.3333333333333333,4,6,0.6666666666666666,13,24,0.5416666666666666,,,,,,,,,,,,,,,
2018,1628411,Wesley,Iwundu,Wesley Iwundu,SG-SF,77.5,6' 5.5'',193.4,85,7' 1'',105.5,8' 9.5'',31.5,36,11.25,3.36,5,4,78.75,6' 6.75'',8.75,9.5,3.23,,,,,,4-5,5-5,3-5,3-5,4-5,4-5,4-5,2-5,3-5,4-5,,,,,,,,,,,,,,,,4,5,0.8,5,5,1,3,5,0.6,3,5,0.6,4,5,0.8,4,5,0.8,4,5,0.8,2,5,0.4,3,5,0.6,4,5,0.8,,,,,16-32,,,,,,,,,,,,,16,32,0.5,5-6,4-6,3-6,5,6,0.8333333333333334,4,6,0.6666666666666666,3,6,0.5
2018,1628402,Frank,Jackson,Frank Jackson,PG,74,6' 2'',201.6,79.5,6' 7.5'',98,8' 2'',34.5,42,10.94,3.14,9,6.7,75.5,6' 3.5'',8.25,9,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
